study	Stephan Comments	platform	location	rundate	fhet-th	hwe-th-ca	hwe-th-co	la1000_fifi:	la1000_postqc:	la1000_preqc:	lambda_fifi	lambda_postqc	lambda_preqc	lmiss-th	midi-th	miss-th	ncases_postqc	ncases_preqc	ncontrols_postqc	ncontrols_preqc	ngenotypes_postqc	nidex_fhet	nidex_fhet_cases	nidex_fhet_controls	nidex_miss	nidex_miss_cases	nidex_miss_controls	nidex_miss_hafi_noex	nidex_sexcheck_ex	nidex_sexcheck_undefined_ped	nidex_sexcheck_undefined_snp	nidex_sexcheck_warni	nnopt_postqc	nnopt_preqc	nobs_fifi_maf02:	nobs_postqc_maf02:	nobs_preqc_maf02:	nsnpex_hwe-ca	nsnpex_hwe-co	nsnpex_midi	nsnpex_miss	nsnpex_mono	nsnpex_prefilter	nsnpex_prekno	nsnpex_prekno_autosomes	nsnpin_prekno	nsnps_postqc	nsnps_preqc	p_imiss_caco_fifi	p_imiss_caco_postqc	p_imiss_caco_preqc	withpna
mdd_mmi2_eur_sr		I650	/psych/genetics_data/ripke/pgc/mdd/single_uploads/mars_0415/MARS_UNICO_100_300_550_610k/preimp_with_pos/qc	Thu_Apr_16_10:25:32_2015	0.2	-10	-6	1.029	1.027	1.024	1.017	1.016	1.014	0.02	0.02	0.02	641	641	539	541	340840640	0	0	0	2	0	2	1182	0	0	0	0	0	0	291955	288344	615741	13	49	3563	1863	36	387019	0	0	0	288848	681381	0	0	0	0
mdd_qi6e_eur_sr		I650	/psych/genetics_data/ripke/pgc/mdd/single_uploads/qimr_0415b/qc	Mon_Apr_20_06:54:50_2015	0.2	-10	-6	0.991	0.991	0.992	0.993	0.993	0.994	0.02	0.02	0.02	674	674	909	910	768187159	0	0	0	1	0	1	1	0	0	0	0	0	0	483350	483347	483436	0	1	2	81	0	37	0	0	0	485273	485394	0.00047	0.00047	0.00065	0
mdd_qii6_eur_sr		I650	/psych/genetics_data/ripke/pgc/mdd/single_uploads/qimr_0914/preimp/qc	Fri_Sep_19_06:12:57_2014	0.2	-10	-6	0.987	0.987	0.987	0.994	0.994	0.994	0.02	0.02	0.02	436	436	485	485	449338401	0	0	0	0	0	0	0	0	0	0	0	0	0	485725	485698	485793	0	0	27	67	0	1	0	0	0	487881	487976	5e-05	5.7e-05	3.9e-05	0
mdd_rad3_eur_sr		I650	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc/pcain/qc	Fri_Sep_26_08:29:13_2014	0.2	-10	-6	1.038	1.038	1.038	1.064	1.064	1.064	0.02	0.02	0.02	1913	1913	1537	1537	1913866800	0	0	0	0	0	0	0	0	150	1	151	0	0	524921	524893	524921	0	0	31	0	1193	0	0	0	0	554744	555968	0	0	0	0
mdd_rad2_eur_sr	x	I650	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.036	1.036	1.037	1.062	1.062	1.064	0.02	0.02	0.02	1922	1946	1549	1559	1929764928	0	0	0	0	0	0	0	34	151	1	152	0	0	525343	525247	525646	1	8	95	418	528	0	0	0	0	555968	557018	0	0	0	0
mdd_rde4_eur_sr		I650	/psych/genetics_data/ripke/pgc/mdd/preimp_wave2/merge_raddenm/preimp_raddenm_0415_3d/qc	Mon_Apr_20_09:39:02_2015	0.2	-10	-6	1.102	1.102	1.089	1.024	1.024	1.021	0.02	0.02	0.02	133	133	1025	1030	353810688	0	0	0	4	0	4	4	1	2	0	2	0	0	303085	302273	308519	0	5	813	3316	0	2465	0	0	0	305536	312133	0	0	0	0
scz_mosc2_eur_sr		I650	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/moskvina_0115/0616/qc	Mon_Jul__4_05:58:16_2016	0.2	-10	-6	1.123	1.123	1.126	1.052	1.052	1.053	0.02	0.02	0.02	410	411	433	434	457783563	0	0	0	2	1	1	2	0	0	1	1	0	0	537096	536024	544623	2	0	1070	7482	0	13	0	0	0	543041	551608	0.00036	0.00024	2.6e-05	0
scz_mosc2_eur_sr		I650	/psych/ripke/pgc/scz/wave3/single_datasets/moskvina_0115/0616/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.123	1.123	1.126	1.052	1.052	1.053	0.02	0.02	0.02	410	411	433	434	457783563	0	0	0	2	1	1	2	0	0	1	1	0	0	537096	536024	544623	2	0	1070	7482	0	13	0	0	0	543041	551608	0.00036	0.00024	2.6e-05	0
mdd_rair_eur_sr	x	I550	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.060	1.060	1.042	1.010	1.010	1.007	0.02	0.02	0.02	109	109	348	348	197640161	0	0	0	0	0	0	0	0	1	0	1	0	0	428591	427876	429614	0	0	729	1	1	1289	1	1	0	432473	434493	0.0058	2.3e-05	0	0
ocd_ioaj_eur_sr		Il1M	/psych/genetics_data/ripke/pgc/ocd/iocfgc/eu_aj/qc	Mon_Aug_11_12:27:57_2014	0.2	-10	-6	1.052	1.037	-5.151	1.007	1.005	0.164	0.02	0.02	0.02	92	92	260	260	160770368	0	0	0	0	0	0	352	0	0	0	0	0	0	465959	456216	852462	0	0	9753	7861	0	621557	6	6	0	456734	1095905	0	0	0	0
mdd_rde2_eur_sr	x	I650	/psych/genetics_data/ripke/pgc/mdd/preimp_match5_0914/qc	Fri_Sep_19_15:40:50_2014	0.2	-10	-6	1.032	1.032	1.000	1.007	1.007	1.000	0.02	0.02	0.02	132	132	654	660	414615786	0	0	0	6	0	6	6	0	0	0	0	0	0	521433	520487	525968	0	12	944	2687	0	2211	0	0	0	527501	533354	0	0	0	0
mdd_rde3_eur_sr	x	I650	/psych/genetics_data/ripke/pgc/mdd/preimp_wave2/merge_raddenm/preimp_raddenm/qc	Thu_Mar_26_10:44:57_2015	0.2	-10	-6	1.054	1.054	1.034	1.011	1.011	1.007	0.02	0.02	0.02	133	133	450	458	303985528	0	0	0	0	0	0	0	8	1	1	2	0	0	515625	515157	516222	0	0	469	92	0	1312	0	0	0	521416	523289	0	0	0	0
mdd_rde4_eur_sr	x	I650	/psych/genetics_data/ripke/pgc/mdd/preimp_wave2/merge_raddenm/preimp_raddenm_0415_3d/qc	Mon_Apr_20_09:20:49_2015	0.2	-10	-6	1.102	1.102	1.089	1.024	1.024	1.021	0.02	0.02	0.02	133	133	1025	1030	353810688	0	0	0	4	0	4	4	1	2	0	2	0	0	303085	302273	308519	0	5	813	3316	0	2465	0	0	0	305536	312133	0	0	0	0
mdd_rde4_eur_sr	x	I650	/psych/genetics_data/ripke/pgc/mdd/preimp_wave2/merge_raddenm/preimp_raddenm_0415_3d/qc	Mon_Apr_20_09:25:27_2015	0.2	-10	-6	1.102	1.102	1.089	1.024	1.024	1.021	0.02	0.02	0.02	133	133	1025	1030	353810688	0	0	0	4	0	4	4	1	2	0	2	0	0	303085	302273	308519	0	5	813	3316	0	2465	0	0	0	305536	312133	0	0	0	0
ocd_ioeu_eur_sr		Il1M	/psych/genetics_data/ripke/pgc/ocd/iocfgc/eu_aj/qc	Mon_Aug_11_12:27:57_2014	0.2	-10	-6	1.109	1.108	0.530	1.183	1.182	0.210	0.02	0.02	0.02	1057	1057	4101	4107	2392919992	0	0	0	6	0	6	5164	0	0	1	1	0	0	467528	463922	859577	3	18	3592	6928	0	621443	5	5	0	463924	1095905	0	0	0	0
mdd_roc1_eur_sr	x	PSYC	/psych/genetics_data/ripke/pgc/mdd/single_uploads/roche/qc	Fri_Dec_19_08:35:26_2014	0.2	-10	-6	7.802	7.727	8.123	2.727	2.708	2.834	0.02	0.02	0.02	188	191	391	395	219255720	2	1	1	6	2	4	7	0	0	8	8	0	0	296405	290824	303673	29	4707	1566	6064	174683	5791	0	0	0	378680	571054	0	1.1e-16	0	0
mdd_roc2_eur_sr	x	PSYC	/psych/genetics_data/ripke/pgc/mdd/single_uploads/pharma_roche/qc	Wed_Mar_25_09:45:51_2015	0.2	-10	-6	2.132	2.132	2.184	1.178	1.178	1.188	0.02	0.02	0.02	332	335	103	104	151509630	1	1	0	4	3	1	5	0	0	3	3	0	0	282076	279901	289078	3	1	4754	6342	207686	5862	0	0	0	348298	571054	3.8e-08	0.00056	7.4e-13	0
ocd_iosa_eur_sr		Il1M	/psych/genetics_data/ripke/pgc/ocd/iocfgc/sa/qc	Mon_Aug_25_11:57:56_2014	0.2	-10	-6	1.074	1.074	1.082	1.009	1.009	1.010	0.02	0.02	0.02	98	99	159	159	141024124	0	0	0	1	1	0	258	0	0	0	0	0	0	532400	525179	553467	9	44	7948	13935	10779	514694	0	0	0	548732	1095905	0.37	0.093	0.026	0
bpd_frei1_mix_kt		Il5M	/psych/genetics_data/projects/pgc/qc/frei1/qc_dir/qc_dir/qc	Mon_Nov__5_09:03:42_2018	0.2		-6							0.02	0.02	0.02	240	243	0	0	160788000	0	0	0	0	0	0	0	3	0	4	4	0	0					92		8119		7950				669950	686111				1
mix_yolk3_mix_kt		Il5M	/psych/genetics_data/projects/pgc/qc/yolk3/qc_dir/qc	Mon_Nov__5_09:03:42_2018	0.2		-6							0.02	0.02	0.02	122	126	0	0	82269602	0	0	0	0	0	0	0	4	0	0	0	18	18					775		6093		4902				674341	686111				1
scz_bep1b_eur_sr		Il5M	/psych/ripke/beps/scz/preimp_1117/qc/qc	Thu_Jan_24_12:01:20_2019	0.2	-10	-6	1.039	1.041	1.039	1.015	1.016	1.015	0.02	0.02	0.02	294	294	573	573	455833053	0	0	0	0	0	0	0	0	0	1	1	0	0	411899	411690	412967	0	2	265	1415	10911	0	1	0	0	525759	538348	0.082	0.072	0.064	0
scz_misi1_mix_kt		Il5M	/psych/genetics_data/projects/pgc/analysis/misi1/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.918	1.918	2.059	1.189	1.189	1.227	0.02	0.02	0.02	175	185	250	255	227963200	0	0	0	0	0	0	0	15	0	0	0	0	0	405893	404609	422739	89	248	1480	9106	126923	14108	0	0	0	536384	688032	0.11	0.12	0.0072	0
mdd_stm2_eur_sr	x	A5.0	/psych/genetics_data/ripke/pgc/mdd/preimp_redo_jj_pfi_stard_0315/qc	Tue_Mar_24_12:13:08_2015	0.2	-10	-6	1.036	1.036	1.036	1.034	1.034	1.034	0.02	0.02	0.02	938	938	938	938	480664968	0	0	0	0	0	0	0	0	0	0	0	0	0	257357	256214	257535	0	1	1142	178	0	0	0	0	0	256218	257539	0	0	0	0
scz_sawa1_mix_kt		Il5M	/psych/genetics_data/projects/pgc/analysis/sawa1/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	2.516	2.451	2.645	1.094	1.090	1.103	0.02	0.02	0.02	57	58	68	68	65263875	0	0	0	0	0	0	1	1	0	1	1	0	0	385231	381801	399427	2	102	5612	10506	138782	12104	0	0	0	522111	688032	0.99	0.92	0.057	0
scz_sawa2_mix_kt		Il5M	/psych/genetics_data/projects/pgc/analysis/sawa2/qc_1	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.527	1.527	1.179	1.023	1.023	1.008	0.02	0.02	0.02	61	62	34	35	48844820	0	0	0	0	0	0	0	2	0	0	0	0	0	389286	383463	407384	4	11	10767	9804	142153	13704	0	0	0	514156	688032	0.061	0	0.44	0
mdd_twge_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.016	1.016	1.016	1.049	1.049	1.048	0.02	0.02	0.02	1860	1861	7699	7701	6134994877	0	0	0	3	1	2	3	0	0	0	0	0	0	630100	630029	632738	0	74	0	2570	0	103	0	0	0	641803	644550	0.11	0.097	0.75	0
mdd_ukb1a_eur_sr	x	UKAX	/psych/genetics_data/ripke/pgc/ukb/mdd/qc	Tue_Apr_26_07:25:10_2016	0.2	-10	-6	1.003	1.003	1.003	1.035	1.035	1.038	0.02	0.02	0.02	8230	8249	16028	16089	14870032710	3	0	3	73	19	54	24338	5	0	3	3	0	0	479589	473354	570782	615	6305	0	68226	5917	152647	0	0	0	612995	846090	0.71	0.61	0.62	0
bas_swi1_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/cdg/bip_scz/0215a/bip_vs_scz/preimp/qc	Sat_Jun_20_07:52:32_2015	0.2	-10	-6	1.066	1.066	1.066	1.166	1.166	1.166	0.02	0.02	0.02	3789	3789	1885	1885	3069049578	0	0	0	0	0	0	0	0	0	0	0	0	0	532753	532722	532753	13	20	0	0	0	0	0	0	0	540897	540928	0.26	0.26	0.26	0
bas_uki1_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/cdg/bip_scz/0215a/bip_vs_scz/preimp/qc	Sat_Jun_20_07:52:32_2015	0.2	-10	-6	1.036	1.036	1.036	1.139	1.139	1.138	0.02	0.02	0.02	6225	6226	2761	2761	3269681904	0	0	0	1	1	0	1	0	0	0	0	0	0	360495	360488	360495	5	2	0	0	0	0	0	0	0	363864	363871	0	0	0	0
bip_hal2_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/halifax/preimp/qc/qc	Thu_Jan_22_05:40:04_2015	0.2	-10	-6	1.117	1.117	1.117	1.065	1.065	1.065	0.02	0.02	0.02	418	418	832	832	707825000	0	0	0	0	0	0	0	0	126	1	127	0	0	529791	528799	529917	0	3	1065	130	5930	0	0	0	0	566260	573381	0	0	0	0
bip_hali_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/halifax/preimp/qc	Thu_Jan_22_04:04:38_2015	0.2	-10	-6	1.482	1.479	1.591	1.300	1.298	1.376	0.02	0.02	0.02	435	440	1095	1146	877294350	3	1	2	54	5	49	134	3	140	8	148	0	0	539493	531540	581044	72	208	8588	18232	66	26712	3	3	0	573395	627196	0	0	0	0
bip_icuk_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave2a/qc	Sun_Sep_28_13:04:46_2014	0.2	-10	-6	1.031	1.031	1.031	1.109	1.109	1.109	0.02	0.02	0.02	2585	2585	5480	5482	3174440455	0	0	0	2	0	2	2	0	0	0	0	0	0	389283	389271	389290	0	13	0	15	0	0	0	0	0	393607	393635	0	0	0	0
ocd_iotr_eur_sr	trio	Il1M	/psych/genetics_data/ripke/pgc/ocd/iocfgc/trio/qc	Mon_Aug_25_11:51:33_2014	0.2	-10	-6	0	0	0	1.041	1.008	1.052	0.02	0.02	0.02	394	397	0	0	219703856	0	0	0	9	0	0	1197	0	0	11	11	794	800	547562	531635	557327	178	761	0	7419	6026	508578	0	0	0	557624	1095905	1	1	1	0
ocd_occc_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/ocd/ocgas/caco/qc	Sat_Aug_16_06:10:05_2014	0.2	-10	-6	0.761	0.761	0.761	0.972	0.972	0.972	0.02	0.02	0.02	462	462	67	67	312649580	0	0	0	0	0	0	0	0	0	0	0	147	147	595780	590217	597032	7	7	5572	1255	0	0	0	0	0	591020	597854	0.0032	0.11	0.0051	0
bip_may1_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave2a/qc	Sun_Sep_28_13:04:46_2014	0.2	-10	-6	1.051	1.051	1.047	1.043	1.043	1.039	0.02	0.02	0.02	935	935	760	760	1163158155	0	0	0	0	0	0	15	0	0	0	0	0	0	626275	625447	629414	97	231	626	2406	27876	13131	0	0	0	686229	730499	0	0	0	0
ocd_octr_eur_sr	trio	OMEX	/psych/genetics_data/ripke/pgc/ocd/ocgas/trio_0814/qc	Wed_Aug_27_16:36:17_2014	0.2	-10	-6	1.053	0.989	1.051	1.028	0.994	1.027	0.02	0.02	0.02	1130	1130	348	349	859992036	1	0	0	0	0	0	0	1	0	6	6	879	880	597315	581575	597567	66	219	0	252	0	0	0	0	0	581862	597854	1	1	1	0
pan_dco1_eur_sa	x		/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	0	0	875	883	462205625	0	0	0	8	0	8	9	0	0	0	0	0	0					12873		0		40				528235	541148				0
pan_defd_eur_sa	x	COEX	/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	719	721	0	0	376355517	0	0	0	2	2	0	2	0	0	0	0	0	0					6683		3585		4737				523443	538448				0
pan_eco1_eur_sa	x	OMEX	/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	0	0	1041	1065	717280230	0	0	0	24	0	24	71	0	0	0	0	0	0					670		22566		20936				689030	733202				0
pan_fco1_eur_sa	x	I650	/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	0	0	1516	1547	838999880	0	0	0	31	0	31	31	0	0	0	0	0	0					10		1895		53				553430	555388				0
bip_norgs_mix_kt		OMEX	/psych/genetics_data/projects/pgc_bip3/qc/norgs/qc_dir/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.076	1.076	1.076	1.012	1.012	1.012	0.02	0.02	0.02	104	104	327	327	288104105	0	0	0	0	0	0	6	0	0	0	0	0	0	453639	451980	467672	1	81	2232	13011	0	12310	0	0	0	668455	696086	0.6	0.31	0.43	1
bip_pf1e_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/wave2_1213/pfizer.v2/preimp_0314a/qc/qc/pcaer/preimp_0914/qc	Tue_Sep_30_15:30:40_2014	0.2	-10	-6	1.078	1.078	1.078	1.039	1.039	1.039	0.02	0.02	0.02	382	382	714	714	697937184	0	0	0	0	0	0	0	0	0	0	0	0	0	558251	557044	558377	0	6	1372	147	10554	0	0	0	0	636804	648863	0	0	0	0
bip_rom4_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/wave2_0913/romania_try3/qc	Thu_Apr_14_07:10:35_2016	0.2	-10	-6	1.218	1.218	1.189	1.022	1.022	1.020	0.02	0.02	0.02	146	150	77	82	156723285	3	1	2	9	4	5	9	2	0	1	1	0	0	644973	636470	663984	111	115	10264	9921	235150	7277	0	0	0	702795	964193	0.045	0.06	0.0075	0
pan_gco1_eur_sa	x	OMEX	/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	0	0	1230	1248	891093180	1	0	1	1	0	1	1	18	0	2	2	0	0					1045		3412		1602				724466	730525				0
pan_gco2_eur_sa	x	I550	/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	0	0	856	856	431318712	0	0	0	0	0	0	0	0	0	0	0	0	0					0		0		0				503877	503877				0
pan_gdo1_eur_sa	x	COEX	/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	488	492	0	0	123031632	0	0	0	0	0	0	0	4	0	36	36	0	0					0		14		114				252114	252242				0
pan_gdo2_eur_sa	x	I550	/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	280	290	0	0	156400160	2	2	0	4	4	0	4	7	0	2	2	0	0					98		1431		1388				558572	561489				0
bip_swei_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave2a/qc	Sun_Sep_28_13:04:46_2014	0.2	-10	-6	1.051	1.051	1.051	1.099	1.099	1.099	0.02	0.02	0.02	1310	1310	3751	3751	2931594372	0	0	0	0	0	0	0	0	0	0	0	0	0	569677	569668	569678	0	9	0	1	0	0	0	0	0	579252	579262	0.75	0.75	0.77	0
pan_sco1_eur_sa	x		/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	0	0	764	764	355253888	0	0	0	0	0	0	0	0	0	0	0	0	0					164		270		79				464992	465505				0
pan_sco2_eur_sa	x		/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	0	0	440	440	203669840	0	0	0	0	0	0	0	0	0	0	0	0	0					0		2291		328				462886	465505				0
pan_sdo1_eur_sa	x	COEX	/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2		-6							0.02	0.02	0.02	604	615	0	0	315690868	0	0	0	11	11	0	11	0	0	0	0	0	0					7121		3445		5215				522667	538448				0
pan_swd2_eur_sa	x	COEX	/psych/ripke/share/swapnil/angst_cwolf/swedish_pop/cas_cont/swd_out/qc	Mon_Feb__6_08:12:56_2017	0.2	-10	-6	1.220	1.209	1.224	1.215	1.204	1.223	0.02	0.02	0.02	603	615	2558	2617	697503099	0	0	0	13	12	1	13	58	615	262	877	0	0	217507	210687	217903	5076	5657	1375	314	11	79	0	0	0	220659	228086	0	0	1.5e-10	0
bip_top9a_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/wave3_top/qc	Tue_Jun_28_11:45:26_2016	0.2	-10	-6	1.232	1.229	1.235	1.069	1.068	1.070	0.02	0.02	0.02	212	212	499	499	435205233	0	0	0	0	0	0	490	0	0	2	2	0	0	586510	584729	605560	0	5	1846	11539	0	47354	0	0	0	612103	672847	1.5e-05	2.3e-05	0	0
pan_swdf_eur_sa	x	COEX	/psych/ripke/share/swapnil/angst_cwolf/swedish_pop/control/swd_out/qc/QC3/qc	Wed_Feb__8_17:42:18_2017	0.2	-10	-6	1.206	1.206	1.206	1.202	1.202	1.202	0.02	0.02	0.02	603	603	2617	2617	687891820	0	0	0	0	0	0	0	0	0	0	0	0	0	211429	211429	211429	0	0	0	0	0	0	0	0	0	213631	213631	0	0	0	0
bip_ucl2_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/wave2_1213/ophoff/ucla_0215a/qc	Mon_Feb__9_09:52:47_2015	0.2	-10	-6	1.100	1.100	1.104	1.073	1.073	1.076	0.02	0.02	0.02	748	750	717	717	896292860	1	1	0	2	2	0	2	0	0	1	1	0	0	594128	594061	594194	9	22	37	67	0	0	0	0	0	611804	611939	0	0	0	0
scz_bep1b_eur_sr	x	Il5M	/psych/ripke/beps/scz/preimp_1117/qc/qc	Tue_Nov_28_10:31:14_2017	0.2	-10	-6	1.039	1.041	1.039	1.015	1.016	1.015	0.02	0.02	0.02	294	294	573	573	455833053	0	0	0	0	0	0	0	0	0	1	1	0	0	411899	411690	412967	0	2	265	1415	10911	0	1	0	0	525759	538348	0.082	0.072	0.064	0
scz_bep1b_eur_sr	x	Il5M	/psych/ripke/beps/scz/preimp_1117/qc/qc	Thu_Jan_24_11:59:24_2019	0.2	-10	-6	1.039	1.041	1.039	1.015	1.016	1.015	0.02	0.02	0.02	294	294	573	573	455833053	0	0	0	0	0	0	0	0	0	1	1	0	0	411899	411690	412967	0	2	265	1415	10911	0	1	0	0	525759	538348	0.082	0.072	0.064	0
bip_ume4_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave2a/qc/reqc_umea_match/qc	Tue_Sep_30_10:20:19_2014	0.2	-10	-6	1.028	1.026	1.035	1.016	1.015	1.020	0.02	0.02	0.02	575	575	574	575	726873486	0	0	0	1	0	1	11	0	0	2	2	0	0	599271	598636	637859	37	195	519	25899	53867	17464	0	0	0	632614	730525	4.3e-05	1.9e-05	0.00015	0
scz_bepuc_eur_sa	asian	Il5M	/psych/genetics_data/sawasthi/beps_int_qc/qc	Thu_Jan__4_10:45:52_2018	0.2	-10	-6	1.404	1.399	1.307	1.182	1.180	1.147	0.02	0.02	0.02	362	380	597	647	516275732	17	6	11	60	16	44	82	20	0	3	3	0	0	414934	413870	465034	79	242	1206	12527	119011	21189	0	0	0	538348	692367	0.12	0.0077	4.8e-08	0
scz_biox_asn_sr	asian	A6.0	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/shi_china/qc/qc	Wed_Oct__8_06:51:19_2014	0.2	-10	-6	1.071	1.071	1.071	1.091	1.091	1.091	0.02	0.02	0.02	960	961	1913	1915	1941929652	0	0	0	1	0	1	1	2	0	10	10	0	0	584043	583479	585228	0	18	558	1191	2102	0	99	98	0	675924	679793	0.00052	0.00052	0.00046	0
bip_usc2_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/bip/wave2_0613/batch2/preimp_0914/qc	Tue_Oct__7_06:41:46_2014	0.2	-10	-6	1.055	1.055	1.055	1.067	1.067	1.067	0.02	0.02	0.02	1299	1299	1156	1156	1468544175	0	0	0	0	0	0	0	0	0	0	0	0	0	586646	586621	587024	9	17	0	385	0	0	0	0	0	598185	598595	0.5	0.5	0.57	0
scz_braz2_eur_sr	asian	COEX	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/EUGEI/preimp_brazil/qc/qc	Fri_Jul_15_05:29:35_2016	0.2	-10	-6	1.804	1.804	1.804	1.133	1.133	1.133	0.02	0.02	0.02	110	110	334	334	157245264	0	0	0	0	0	0	0	0	0	3	3	0	0	283031	283015	283387	0	3	13	362	2035	0	0	0	0	354156	356569	9.9e-12	1.5e-11	3e-12	0
mdd_egco_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.008	1.008	1.010	1.008	1.008	1.010	0.02	0.02	0.02	611	622	2961	3030	2176312440	0	0	0	80	11	69	81	0	0	0	0	0	0	597093	597080	617677	0	2	11	20156	0	716	1	0	0	609270	630155	0.31	0.31	0.68	0
scz_bxp2b_asn_sr	asian	A6.0	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/shi_china/preimp_p23/qc/qc	Fri_Feb_19_06:56:29_2016	0.2	-10	-6	1.081	1.081	1.081	1.070	1.070	1.070	0.02	0.02	0.02	860	860	860	860	887762520	0	0	0	0	0	0	0	0	0	2	2	0	0	500109	500104	500109	0	5	0	0	0	0	1	0	0	516141	516146	0.0017	0.0017	0.0017	0
scz_bxp3b_asn_sr	x	A6.0	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/shi_china/preimp_p23/qc/qc	Fri_Feb_19_06:56:29_2016	0.2	-10	-6	1.113	1.113	1.113	1.052	1.052	1.052	0.02	0.02	0.02	460	460	460	460	464129880	0	0	0	0	0	0	0	0	0	1	1	0	0	487867	487865	487867	0	2	0	0	0	0	0	0	0	504489	504491	0.45	0.45	0.45	0
scz_cel1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/celso_wave1/qc	Thu_Apr__6_12:07:02_2017	0.2	-10	-6	1.306	1.306	1.301	1.389	1.389	1.386	0.02	0.02	0.02	1741	1756	999	1008	1190108040	1	1	0	0	0	0	0	23	0	6	6	0	0	296488	296328	297117	0	13	274	1538	142238	0	33	33	0	434346	578404	0.15	0.25	0.034	0
scz_cel1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_cels/qc	Thu_Apr_13_06:24:20_2017	0.2	-10	-6	1.155	1.155	1.156	1.270	1.270	1.271	0.02	0.02	0.02	2030	2032	1517	1517	1052958873	0	0	0	2	2	0	2	0	9	7	16	0	0	287161	287155	287191	0	1	6	38	0	0	2	1	0	296859	296904	2.5e-05	2.5e-05	1.5e-05	0
scz_cel1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_cels/qc	Thu_Apr_13_07:22:06_2017	0.2	-10	-6	1.155	1.155	1.156	1.270	1.270	1.271	0.02	0.02	0.02	2030	2032	1517	1517	1052958873	0	0	0	2	2	0	2	0	9	7	16	0	0	287161	287155	287191	0	1	6	38	0	0	2	1	0	296859	296904	2.5e-05	2.5e-05	1.5e-05	0
